Order_ID,Order_Date,Order_Line_ID,Product_ID,Order_Quantity,Customer_ID,Store_ID
OR#101139,2/16/2021,3,PRD#_10200,3,C_1045,ST_678
OR#101139,2/16/2021,4,PRD#_10103,1,C_1045,ST_678
OR#101140,2/27/2021,1,PRD#_10477,1,C_1037,ST_567
OR#101141,2/11/2021,1,PRD#_10624,5,C_1053,ST_567
OR#101142,2/10/2021,1,PRD#_10741,4,C_1042,ST_123
OR#101142,2/10/2021,2,PRD#_10800,5,C_1042,ST_123
OR#101143,2/28/2021,1,PRD#_10184,4,C_1036,ST_345
OR#101143,2/28/2021,2,PRD#_10838,1,C_1036,ST_345
OR#101143,2/28/2021,3,PRD#_10264,2,C_1036,ST_345
OR#101144,2/8/2021,1,PRD#_10316,5,C_1023,ST_234
OR#101144,2/8/2021,2,PRD#_10488,2,C_1023,ST_234
OR#101145,2/1/2021,1,PRD#_10392,1,C_1140,ST_567
OR#101145,2/1/2021,2,PRD#_10426,1,C_1140,ST_567
OR#101146,2/24/2021,1,PRD#_10744,4,C_1062,ST_901
OR#101146,2/24/2021,2,PRD#_10805,1,C_1062,ST_901
OR#101146,2/24/2021,3,PRD#_10803,5,C_1062,ST_901
OR#101146,2/24/2021,4,PRD#_10286,4,C_1062,ST_901
OR#101147,2/17/2021,1,PRD#_10499,1,C_1009,ST_789
OR#101148,2/21/2021,1,PRD#_10128,4,C_1092,ST_890
OR#101148,2/21/2021,2,PRD#_10768,5,C_1092,ST_890
OR#101148,2/21/2021,3,PRD#_10811,5,C_1092,ST_890
OR#101149,2/16/2021,1,PRD#_10691,2,C_1059,ST_345
OR#101149,2/16/2021,2,PRD#_10030,1,C_1059,ST_345
OR#101149,2/16/2021,3,PRD#_10400,4,C_1059,ST_345
OR#101149,2/16/2021,4,PRD#_10639,1,C_1059,ST_345
OR#101149,2/16/2021,5,PRD#_10312,4,C_1059,ST_345
OR#101150,2/14/2021,1,PRD#_10729,4,C_1065,ST_901
OR#101151,2/18/2021,1,PRD#_10611,4,C_1053,ST_234
OR#101151,2/18/2021,2,PRD#_10711,4,C_1053,ST_234
OR#101152,2/24/2021,1,PRD#_10457,3,C_1031,ST_123
OR#101153,2/13/2021,1,PRD#_10186,4,C_1069,ST_678
OR#101153,2/13/2021,2,PRD#_10663,2,C_1069,ST_678
OR#101153,2/13/2021,3,PRD#_10308,4,C_1069,ST_678
OR#101153,2/13/2021,4,PRD#_10251,3,C_1069,ST_678
OR#101154,2/22/2021,1,PRD#_10839,2,C_1140,ST_890
OR#101155,2/1/2021,1,PRD#_10361,2,C_1050,ST_234
OR#101155,2/1/2021,2,PRD#_10809,4,C_1050,ST_234
OR#101156,2/2/2021,1,PRD#_10573,4,C_1093,ST_901
OR#101157,2/3/2021,1,PRD#_10724,3,C_1057,ST_345
OR#101157,2/3/2021,2,PRD#_10430,2,C_1057,ST_345
OR#101157,2/3/2021,3,PRD#_10195,1,C_1057,ST_345
OR#101158,2/19/2021,1,PRD#_10681,5,C_1071,ST_789
OR#101158,2/19/2021,2,PRD#_10566,5,C_1071,ST_789
OR#101158,2/19/2021,3,PRD#_10439,3,C_1071,ST_789
OR#101159,2/11/2021,1,PRD#_10784,2,C_1106,ST_890
OR#101159,2/11/2021,2,PRD#_10758,4,C_1106,ST_890
OR#101159,2/11/2021,3,PRD#_10232,4,C_1106,ST_890
OR#101159,2/11/2021,4,PRD#_10539,2,C_1106,ST_890
OR#101159,2/11/2021,5,PRD#_10082,5,C_1106,ST_890
OR#101160,2/20/2021,1,PRD#_10431,3,C_1111,ST_789
OR#101160,2/20/2021,2,PRD#_10564,5,C_1111,ST_789
OR#101160,2/20/2021,3,PRD#_10823,4,C_1111,ST_789
OR#101160,2/20/2021,4,PRD#_10394,1,C_1111,ST_789
OR#101160,2/20/2021,5,PRD#_10814,2,C_1111,ST_789
OR#101161,2/26/2021,1,PRD#_10650,1,C_1113,ST_345
OR#101162,2/22/2021,1,PRD#_10742,1,C_1133,ST_123
OR#101163,2/13/2021,1,PRD#_10765,1,C_1024,ST_234
OR#101163,2/13/2021,2,PRD#_10264,3,C_1024,ST_234
OR#101164,2/16/2021,1,PRD#_10476,1,C_1055,ST_112
OR#101164,2/16/2021,2,PRD#_10084,5,C_1055,ST_112
OR#101164,2/16/2021,3,PRD#_10252,4,C_1055,ST_112
OR#101164,2/16/2021,4,PRD#_10235,2,C_1055,ST_112
OR#101164,2/16/2021,5,PRD#_10619,4,C_1055,ST_112
OR#101165,2/23/2021,1,PRD#_10441,1,C_1032,ST_890
OR#101166,2/4/2021,1,PRD#_10797,5,C_1066,ST_234
OR#101166,2/4/2021,2,PRD#_10658,1,C_1066,ST_234
OR#101167,2/27/2021,1,PRD#_10075,3,C_1026,ST_345
OR#101167,2/27/2021,2,PRD#_10835,4,C_1026,ST_345
OR#101167,2/27/2021,3,PRD#_10509,1,C_1026,ST_345
OR#101167,2/27/2021,4,PRD#_10827,2,C_1026,ST_345
OR#101167,2/27/2021,5,PRD#_10575,1,C_1026,ST_345
OR#101168,2/13/2021,1,PRD#_10517,4,C_1124,ST_112
OR#101168,2/13/2021,2,PRD#_10090,2,C_1124,ST_112
OR#101168,2/13/2021,3,PRD#_10538,1,C_1124,ST_112
OR#101168,2/13/2021,4,PRD#_10504,4,C_1124,ST_112
OR#101169,2/6/2021,1,PRD#_10235,2,C_1097,ST_345
OR#101169,2/6/2021,2,PRD#_10812,5,C_1097,ST_345
OR#101169,2/6/2021,3,PRD#_10286,4,C_1097,ST_345
OR#101169,2/6/2021,4,PRD#_10731,4,C_1097,ST_345
OR#101169,2/6/2021,5,PRD#_10730,2,C_1097,ST_345
OR#101170,2/23/2021,1,PRD#_10163,4,C_1093,ST_567
OR#101170,2/23/2021,2,PRD#_10078,4,C_1093,ST_567
OR#101170,2/23/2021,3,PRD#_10681,1,C_1093,ST_567
OR#101170,2/23/2021,4,PRD#_10292,5,C_1093,ST_567
OR#101171,2/19/2021,1,PRD#_10751,3,C_1066,ST_567
OR#101171,2/19/2021,2,PRD#_10142,5,C_1066,ST_567
OR#101171,2/19/2021,3,PRD#_10718,2,C_1066,ST_567
OR#101171,2/19/2021,4,PRD#_10700,4,C_1066,ST_567
OR#101172,2/2/2021,1,PRD#_10135,4,C_1062,ST_234
OR#101172,2/2/2021,2,PRD#_10170,1,C_1062,ST_234
OR#101172,2/2/2021,3,PRD#_10383,5,C_1062,ST_234
OR#101173,2/12/2021,1,PRD#_10808,4,C_1086,ST_901
OR#101173,2/12/2021,2,PRD#_10726,1,C_1086,ST_901
OR#101173,2/12/2021,3,PRD#_10812,4,C_1086,ST_901
OR#101174,2/25/2021,1,PRD#_10621,2,C_1112,ST_123
OR#101174,2/25/2021,2,PRD#_10396,2,C_1112,ST_123
OR#101175,2/27/2021,1,PRD#_10280,2,C_1114,ST_234
OR#101175,2/27/2021,2,PRD#_10005,4,C_1114,ST_234
OR#101176,2/5/2021,1,PRD#_10482,4,C_1120,ST_123
OR#101176,2/5/2021,2,PRD#_10625,5,C_1120,ST_123
OR#101176,2/5/2021,3,PRD#_10166,4,C_1120,ST_123
OR#101176,2/5/2021,4,PRD#_10081,4,C_1120,ST_123
OR#101176,2/5/2021,5,PRD#_10703,1,C_1120,ST_123
OR#101177,2/3/2021,1,PRD#_10083,5,C_1131,ST_456
OR#101177,2/3/2021,2,PRD#_10548,2,C_1131,ST_456
OR#101177,2/3/2021,3,PRD#_10381,2,C_1131,ST_456
OR#101177,2/3/2021,4,PRD#_10380,4,C_1131,ST_456
OR#101178,2/10/2021,1,PRD#_10384,5,C_1115,ST_890
OR#101178,2/10/2021,2,PRD#_10709,1,C_1115,ST_890
OR#101178,2/10/2021,3,PRD#_10810,1,C_1115,ST_890
OR#101178,2/10/2021,4,PRD#_10753,2,C_1115,ST_890
OR#101179,2/3/2021,1,PRD#_10444,3,C_1053,ST_567
OR#101179,2/3/2021,2,PRD#_10194,2,C_1053,ST_567
OR#101179,2/3/2021,3,PRD#_10599,3,C_1053,ST_567
OR#101179,2/3/2021,4,PRD#_10211,5,C_1053,ST_567
OR#101179,2/3/2021,5,PRD#_10611,4,C_1053,ST_567
OR#101180,2/12/2021,1,PRD#_10346,5,C_1130,ST_567
OR#101180,2/12/2021,2,PRD#_10366,5,C_1130,ST_567
OR#101180,2/12/2021,3,PRD#_10642,4,C_1130,ST_567
OR#101180,2/12/2021,4,PRD#_10433,3,C_1130,ST_567
OR#101181,2/10/2021,1,PRD#_10061,5,C_1098,ST_567
OR#101181,2/10/2021,2,PRD#_10166,2,C_1098,ST_567
OR#101182,2/14/2021,1,PRD#_10206,4,C_1090,ST_234
OR#101182,2/14/2021,2,PRD#_10223,4,C_1090,ST_234
OR#101182,2/14/2021,3,PRD#_10103,5,C_1090,ST_234
OR#101183,2/10/2021,1,PRD#_10396,5,C_1032,ST_345
OR#101183,2/10/2021,2,PRD#_10794,2,C_1032,ST_345
OR#101183,2/10/2021,3,PRD#_10347,4,C_1032,ST_345
OR#101183,2/10/2021,4,PRD#_10483,3,C_1032,ST_345
OR#101184,2/18/2021,1,PRD#_10601,3,C_1011,ST_678
OR#101184,2/18/2021,2,PRD#_10307,4,C_1011,ST_678
OR#101184,2/18/2021,3,PRD#_10800,1,C_1011,ST_678
OR#101184,2/18/2021,4,PRD#_10644,5,C_1011,ST_678
OR#101185,2/11/2021,1,PRD#_10451,3,C_1133,ST_112
OR#101185,2/11/2021,2,PRD#_10167,5,C_1133,ST_112
OR#101185,2/11/2021,3,PRD#_10454,4,C_1133,ST_112
OR#101185,2/11/2021,4,PRD#_10487,3,C_1133,ST_112
OR#101185,2/11/2021,5,PRD#_10721,4,C_1133,ST_112
OR#101186,2/4/2021,1,PRD#_10287,2,C_1022,ST_345
OR#101186,2/4/2021,2,PRD#_10730,4,C_1022,ST_345
OR#101186,2/4/2021,3,PRD#_10362,5,C_1022,ST_345
OR#101187,2/4/2021,1,PRD#_10709,4,C_1035,ST_234
OR#101187,2/4/2021,2,PRD#_10792,2,C_1035,ST_234
OR#101187,2/4/2021,3,PRD#_10409,3,C_1035,ST_234
OR#101188,2/1/2021,1,PRD#_10804,3,C_1125,ST_112
OR#101188,2/1/2021,2,PRD#_10339,2,C_1125,ST_112
OR#101189,2/4/2021,1,PRD#_10030,1,C_1118,ST_789
OR#101189,2/4/2021,2,PRD#_10135,4,C_1118,ST_789
OR#101189,2/4/2021,3,PRD#_10258,3,C_1118,ST_789
OR#101189,2/4/2021,4,PRD#_10807,1,C_1118,ST_789
OR#101190,2/6/2021,1,PRD#_10836,2,C_1020,ST_123
OR#101190,2/6/2021,2,PRD#_10612,4,C_1020,ST_123
OR#101190,2/6/2021,3,PRD#_10128,1,C_1020,ST_123
OR#101190,2/6/2021,4,PRD#_10121,3,C_1020,ST_123
OR#101190,2/6/2021,5,PRD#_10751,1,C_1020,ST_123
OR#101191,2/15/2021,1,PRD#_10667,3,C_1102,ST_456
OR#101192,2/21/2021,1,PRD#_10761,3,C_1043,ST_456
OR#101193,2/8/2021,1,PRD#_10229,5,C_1041,ST_112
OR#101193,2/8/2021,2,PRD#_10270,4,C_1041,ST_112
OR#101193,2/8/2021,3,PRD#_10273,3,C_1041,ST_112
OR#101193,2/8/2021,4,PRD#_10413,3,C_1041,ST_112
OR#101194,2/22/2021,1,PRD#_10254,3,C_1091,ST_678
OR#101195,2/24/2021,1,PRD#_10484,1,C_1016,ST_123
OR#101195,2/24/2021,2,PRD#_10265,5,C_1016,ST_123
OR#101195,2/24/2021,3,PRD#_10451,2,C_1016,ST_123
OR#101196,2/18/2021,1,PRD#_10550,1,C_1037,ST_123
OR#101196,2/18/2021,2,PRD#_10604,3,C_1037,ST_123
OR#101196,2/18/2021,3,PRD#_10376,1,C_1037,ST_123
OR#101196,2/18/2021,4,PRD#_10077,3,C_1037,ST_123
OR#101196,2/18/2021,5,PRD#_10759,5,C_1037,ST_123
OR#101197,2/15/2021,1,PRD#_10244,3,C_1127,ST_112
OR#101197,2/15/2021,2,PRD#_10479,5,C_1127,ST_112
OR#101197,2/15/2021,3,PRD#_10325,1,C_1127,ST_112
OR#101198,2/6/2021,1,PRD#_10229,4,C_1027,ST_456
OR#101198,2/6/2021,2,PRD#_10626,1,C_1027,ST_456
OR#101198,2/6/2021,3,PRD#_10569,5,C_1027,ST_456
OR#101198,2/6/2021,4,PRD#_10234,1,C_1027,ST_456
OR#101198,2/6/2021,5,PRD#_10449,1,C_1027,ST_456
OR#101199,2/24/2021,1,PRD#_10422,1,C_1056,ST_890
OR#101199,2/24/2021,2,PRD#_10323,3,C_1056,ST_890
OR#101199,2/24/2021,3,PRD#_10312,5,C_1056,ST_890
OR#101199,2/24/2021,4,PRD#_10108,3,C_1056,ST_890
OR#101199,2/24/2021,5,PRD#_10417,2,C_1056,ST_890
OR#101200,2/2/2021,1,PRD#_10654,4,C_1031,ST_456
OR#101200,2/2/2021,2,PRD#_10244,5,C_1031,ST_456
OR#101200,2/2/2021,3,PRD#_10385,5,C_1031,ST_456
OR#101200,2/2/2021,4,PRD#_10238,2,C_1031,ST_456
OR#101201,2/4/2021,1,PRD#_10708,1,C_1094,ST_789
OR#101201,2/4/2021,2,PRD#_10624,1,C_1094,ST_789
OR#101202,2/18/2021,1,PRD#_10046,2,C_1096,ST_890
OR#101203,2/17/2021,1,PRD#_10129,2,C_1078,ST_789
OR#101203,2/17/2021,2,PRD#_10737,5,C_1078,ST_789
OR#101203,2/17/2021,3,PRD#_10141,2,C_1078,ST_789
OR#101203,2/17/2021,4,PRD#_10751,4,C_1078,ST_789
OR#101203,2/17/2021,5,PRD#_10484,5,C_1078,ST_789
OR#101204,2/22/2021,1,PRD#_10102,3,C_1132,ST_123
OR#101204,2/22/2021,2,PRD#_10195,1,C_1132,ST_123
OR#101204,2/22/2021,3,PRD#_10187,3,C_1132,ST_123
OR#101204,2/22/2021,4,PRD#_10434,4,C_1132,ST_123
OR#101205,2/17/2021,1,PRD#_10599,2,C_1045,ST_901
OR#101205,2/17/2021,2,PRD#_10569,4,C_1045,ST_901
OR#101205,2/17/2021,3,PRD#_10409,1,C_1045,ST_901
OR#101206,2/10/2021,1,PRD#_10051,4,C_1025,ST_234
OR#101206,2/10/2021,2,PRD#_10483,5,C_1025,ST_234
OR#101206,2/10/2021,3,PRD#_10384,5,C_1025,ST_234
OR#101207,2/11/2021,1,PRD#_10015,3,C_1070,ST_456
OR#101207,2/11/2021,2,PRD#_10435,3,C_1070,ST_456
OR#101207,2/11/2021,3,PRD#_10105,1,C_1070,ST_456
OR#101207,2/11/2021,4,PRD#_10037,4,C_1070,ST_456
OR#101208,2/8/2021,1,PRD#_10064,4,C_1044,ST_789
OR#101208,2/8/2021,2,PRD#_10135,4,C_1044,ST_789
OR#101208,2/8/2021,3,PRD#_10807,1,C_1044,ST_789
OR#101208,2/8/2021,4,PRD#_10794,3,C_1044,ST_789
OR#101209,2/28/2021,1,PRD#_10056,2,C_1128,ST_345
OR#101210,2/13/2021,1,PRD#_10812,5,C_1101,ST_456
OR#101211,2/11/2021,1,PRD#_10458,5,C_1095,ST_567
OR#101211,2/11/2021,2,PRD#_10487,4,C_1095,ST_567
OR#101212,2/12/2021,1,PRD#_10004,3,C_1041,ST_789
OR#101213,2/11/2021,1,PRD#_10599,3,C_1033,ST_789
OR#101214,2/10/2021,1,PRD#_10571,5,C_1066,ST_789
OR#101214,2/10/2021,2,PRD#_10398,1,C_1066,ST_789
OR#101214,2/10/2021,3,PRD#_10337,2,C_1066,ST_789
OR#101214,2/10/2021,4,PRD#_10684,4,C_1066,ST_789
OR#101214,2/10/2021,5,PRD#_10173,2,C_1066,ST_789
OR#101215,2/15/2021,1,PRD#_10731,1,C_1120,ST_890
OR#101216,2/1/2021,1,PRD#_10491,2,C_1064,ST_901
OR#101216,2/1/2021,2,PRD#_10258,2,C_1064,ST_901
OR#101216,2/1/2021,3,PRD#_10466,2,C_1064,ST_901
OR#101217,2/17/2021,1,PRD#_10280,1,C_1012,ST_890
OR#101217,2/17/2021,2,PRD#_10233,1,C_1012,ST_890
OR#101218,2/23/2021,1,PRD#_10009,1,C_1030,ST_789
OR#101219,2/17/2021,1,PRD#_10843,1,C_1025,ST_678
OR#101219,2/17/2021,2,PRD#_10296,1,C_1025,ST_678
OR#101219,2/17/2021,3,PRD#_10192,2,C_1025,ST_678
OR#101219,2/17/2021,4,PRD#_10587,4,C_1025,ST_678
OR#101219,2/17/2021,5,PRD#_10484,2,C_1025,ST_678
OR#101220,2/6/2021,1,PRD#_10435,1,C_1016,ST_567
OR#101220,2/6/2021,2,PRD#_10290,4,C_1016,ST_567
OR#101221,2/21/2021,1,PRD#_10240,2,C_1078,ST_901
OR#101222,2/11/2021,1,PRD#_10291,2,C_1077,ST_890
OR#101222,2/11/2021,2,PRD#_10490,4,C_1077,ST_890
OR#101222,2/11/2021,3,PRD#_10699,2,C_1077,ST_890
OR#101222,2/11/2021,4,PRD#_10005,4,C_1077,ST_890
OR#101222,2/11/2021,5,PRD#_10450,2,C_1077,ST_890
OR#101223,2/15/2021,1,PRD#_10073,1,C_1082,ST_456
OR#101223,2/15/2021,2,PRD#_10177,4,C_1082,ST_456
OR#101223,2/15/2021,3,PRD#_10504,2,C_1082,ST_456
OR#101224,2/6/2021,1,PRD#_10374,4,C_1113,ST_112
OR#101224,2/6/2021,2,PRD#_10636,5,C_1113,ST_112
OR#101224,2/6/2021,3,PRD#_10167,3,C_1113,ST_112
OR#101225,2/5/2021,1,PRD#_10755,4,C_1053,ST_234
OR#101225,2/5/2021,2,PRD#_10643,5,C_1053,ST_234
OR#101225,2/5/2021,3,PRD#_10114,5,C_1053,ST_234
OR#101225,2/5/2021,4,PRD#_10452,1,C_1053,ST_234
OR#101226,2/24/2021,1,PRD#_10205,4,C_1113,ST_234
OR#101226,2/24/2021,2,PRD#_10290,2,C_1113,ST_234
OR#101226,2/24/2021,3,PRD#_10681,3,C_1113,ST_234
OR#101227,2/1/2021,1,PRD#_10192,4,C_1100,ST_112
OR#101227,2/1/2021,2,PRD#_10186,2,C_1100,ST_112
OR#101227,2/1/2021,3,PRD#_10064,4,C_1100,ST_112
OR#101227,2/1/2021,4,PRD#_10236,5,C_1100,ST_112
OR#101227,2/1/2021,5,PRD#_10429,4,C_1100,ST_112
OR#101228,2/12/2021,1,PRD#_10636,4,C_1123,ST_234
OR#101228,2/12/2021,2,PRD#_10724,5,C_1123,ST_234
OR#101229,2/23/2021,1,PRD#_10225,2,C_1040,ST_112
OR#101229,2/23/2021,2,PRD#_10498,2,C_1040,ST_112
OR#101230,2/17/2021,1,PRD#_10124,4,C_1058,ST_567
OR#101230,2/17/2021,2,PRD#_10033,5,C_1058,ST_567
OR#101230,2/17/2021,3,PRD#_10141,2,C_1058,ST_567
OR#101231,2/9/2021,1,PRD#_10829,3,C_1088,ST_345
OR#101232,2/13/2021,1,PRD#_10503,1,C_1008,ST_890
OR#101232,2/13/2021,2,PRD#_10528,4,C_1008,ST_890
OR#101233,2/24/2021,1,PRD#_10354,3,C_1061,ST_234
OR#101233,2/24/2021,2,PRD#_10159,5,C_1061,ST_234
OR#101233,2/24/2021,3,PRD#_10224,1,C_1061,ST_234
OR#101233,2/24/2021,4,PRD#_10605,3,C_1061,ST_234
OR#101233,2/24/2021,5,PRD#_10193,4,C_1061,ST_234
OR#101234,2/22/2021,1,PRD#_10460,5,C_1082,ST_567
OR#101234,2/22/2021,2,PRD#_10392,5,C_1082,ST_567
OR#101234,2/22/2021,3,PRD#_10568,1,C_1082,ST_567
OR#101234,2/22/2021,4,PRD#_10181,2,C_1082,ST_567
OR#101235,2/1/2021,1,PRD#_10564,5,C_1043,ST_890
OR#101236,2/22/2021,1,PRD#_10532,2,C_1074,ST_456
OR#101236,2/22/2021,2,PRD#_10034,2,C_1074,ST_456
OR#101236,2/22/2021,3,PRD#_10292,5,C_1074,ST_456
OR#101236,2/22/2021,4,PRD#_10610,2,C_1074,ST_456
OR#101237,2/21/2021,1,PRD#_10811,2,C_1088,ST_234
OR#101237,2/21/2021,2,PRD#_10301,1,C_1088,ST_234
OR#101237,2/21/2021,3,PRD#_10110,3,C_1088,ST_234
OR#101238,2/15/2021,1,PRD#_10747,5,C_1083,ST_112
OR#101239,2/14/2021,1,PRD#_10776,3,C_1066,ST_901
OR#101239,2/14/2021,2,PRD#_10391,5,C_1066,ST_901
OR#101239,2/14/2021,3,PRD#_10062,4,C_1066,ST_901
OR#101240,2/26/2021,1,PRD#_10242,4,C_1123,ST_789
OR#101240,2/26/2021,2,PRD#_10075,3,C_1123,ST_789
OR#101240,2/26/2021,3,PRD#_10741,1,C_1123,ST_789
OR#101240,2/26/2021,4,PRD#_10248,4,C_1123,ST_789
OR#101241,2/28/2021,1,PRD#_10042,1,C_1027,ST_567
OR#101241,2/28/2021,2,PRD#_10368,2,C_1027,ST_567
OR#101241,2/28/2021,3,PRD#_10423,2,C_1027,ST_567
OR#101242,2/25/2021,1,PRD#_10566,2,C_1060,ST_678
OR#101242,2/25/2021,2,PRD#_10468,1,C_1060,ST_678
OR#101242,2/25/2021,3,PRD#_10702,1,C_1060,ST_678
OR#101243,2/22/2021,1,PRD#_10110,5,C_1087,ST_890
OR#101243,2/22/2021,2,PRD#_10757,4,C_1087,ST_890
OR#101243,2/22/2021,3,PRD#_10600,5,C_1087,ST_890
OR#101243,2/22/2021,4,PRD#_10362,5,C_1087,ST_890
OR#101243,2/22/2021,5,PRD#_10539,3,C_1087,ST_890
OR#101244,2/6/2021,1,PRD#_10735,2,C_1126,ST_123
OR#101245,2/14/2021,1,PRD#_10653,4,C_1023,ST_567
OR#101245,2/14/2021,2,PRD#_10622,5,C_1023,ST_567
OR#101245,2/14/2021,3,PRD#_10757,2,C_1023,ST_567
OR#101245,2/14/2021,4,PRD#_10440,5,C_1023,ST_567
OR#101246,2/25/2021,1,PRD#_10330,1,C_1078,ST_901
OR#101246,2/25/2021,2,PRD#_10080,2,C_1078,ST_901
OR#101246,2/25/2021,3,PRD#_10016,1,C_1078,ST_901
OR#101246,2/25/2021,4,PRD#_10509,2,C_1078,ST_901
OR#101246,2/25/2021,5,PRD#_10737,1,C_1078,ST_901
OR#101247,2/1/2021,1,PRD#_10630,1,C_1090,ST_112
OR#101247,2/1/2021,2,PRD#_10695,3,C_1090,ST_112
OR#101247,2/1/2021,3,PRD#_10820,4,C_1090,ST_112
OR#101247,2/1/2021,4,PRD#_10717,2,C_1090,ST_112
OR#101248,2/25/2021,1,PRD#_10174,5,C_1131,ST_345
OR#101248,2/25/2021,2,PRD#_10541,3,C_1131,ST_345
OR#101248,2/25/2021,3,PRD#_10111,2,C_1131,ST_345
OR#101249,2/15/2021,1,PRD#_10240,1,C_1013,ST_890
OR#101249,2/15/2021,2,PRD#_10666,5,C_1013,ST_890
OR#101249,2/15/2021,3,PRD#_10262,1,C_1013,ST_890
OR#101249,2/15/2021,4,PRD#_10585,2,C_1013,ST_890
OR#101249,2/15/2021,5,PRD#_10074,1,C_1013,ST_890
OR#101250,2/5/2021,1,PRD#_10803,3,C_1038,ST_678
OR#101250,2/5/2021,2,PRD#_10024,1,C_1038,ST_678
OR#101251,2/6/2021,1,PRD#_10268,3,C_1035,ST_456
OR#101252,2/7/2021,1,PRD#_10503,2,C_1074,ST_456
OR#101252,2/7/2021,2,PRD#_10423,2,C_1074,ST_456
OR#101253,2/23/2021,1,PRD#_10786,1,C_1039,ST_901
OR#101253,2/23/2021,2,PRD#_10368,2,C_1039,ST_901
OR#101253,2/23/2021,3,PRD#_10581,4,C_1039,ST_901
OR#101253,2/23/2021,4,PRD#_10670,1,C_1039,ST_901
OR#101254,2/9/2021,1,PRD#_10225,1,C_1010,ST_234
OR#101254,2/9/2021,2,PRD#_10142,2,C_1010,ST_234
OR#101255,2/13/2021,1,PRD#_10376,2,C_1021,ST_567
OR#101255,2/13/2021,2,PRD#_10326,3,C_1021,ST_567
OR#101255,2/13/2021,3,PRD#_10562,4,C_1021,ST_567
OR#101256,2/12/2021,1,PRD#_10288,3,C_1129,ST_567
OR#101257,2/23/2021,1,PRD#_10038,2,C_1084,ST_901
OR#101258,2/16/2021,1,PRD#_10745,3,C_1009,ST_789
OR#101259,2/9/2021,1,PRD#_10019,1,C_1031,ST_678
OR#101259,2/9/2021,2,PRD#_10215,2,C_1031,ST_678
OR#101260,2/26/2021,1,PRD#_10842,4,C_1097,ST_789
OR#101260,2/26/2021,2,PRD#_10013,2,C_1097,ST_789
OR#101260,2/26/2021,3,PRD#_10774,4,C_1097,ST_789
OR#101261,2/20/2021,1,PRD#_10654,2,C_1074,ST_901
OR#101261,2/20/2021,2,PRD#_10065,2,C_1074,ST_901
OR#101261,2/20/2021,3,PRD#_10159,3,C_1074,ST_901
OR#101261,2/20/2021,4,PRD#_10256,5,C_1074,ST_901
OR#101261,2/20/2021,5,PRD#_10509,2,C_1074,ST_901
OR#101262,2/24/2021,1,PRD#_10825,1,C_1091,ST_456
OR#101262,2/24/2021,2,PRD#_10651,4,C_1091,ST_456
OR#101262,2/24/2021,3,PRD#_10444,3,C_1091,ST_456
OR#101262,2/24/2021,4,PRD#_10522,4,C_1091,ST_456
OR#101263,2/1/2021,1,PRD#_10519,2,C_1121,ST_456
OR#101263,2/1/2021,2,PRD#_10494,3,C_1121,ST_456
OR#101263,2/1/2021,3,PRD#_10402,4,C_1121,ST_456
OR#101263,2/1/2021,4,PRD#_10777,5,C_1121,ST_456
OR#101264,2/16/2021,1,PRD#_10519,5,C_1117,ST_123
OR#101264,2/16/2021,2,PRD#_10635,4,C_1117,ST_123
OR#101265,2/17/2021,1,PRD#_10711,2,C_1036,ST_890
OR#101265,2/17/2021,2,PRD#_10020,3,C_1036,ST_890
OR#101265,2/17/2021,3,PRD#_10459,5,C_1036,ST_890
OR#101265,2/17/2021,4,PRD#_10035,4,C_1036,ST_890
OR#101265,2/17/2021,5,PRD#_10700,3,C_1036,ST_890
OR#101266,2/22/2021,1,PRD#_10737,1,C_1018,ST_890
OR#101266,2/22/2021,2,PRD#_10338,2,C_1018,ST_890
OR#101266,2/22/2021,3,PRD#_10254,3,C_1018,ST_890
OR#101267,2/8/2021,1,PRD#_10240,4,C_1099,ST_890
OR#101268,2/24/2021,1,PRD#_10664,4,C_1070,ST_789
OR#101268,2/24/2021,2,PRD#_10804,3,C_1070,ST_789
OR#101268,2/24/2021,3,PRD#_10561,2,C_1070,ST_789
OR#101268,2/24/2021,4,PRD#_10041,4,C_1070,ST_789
OR#101268,2/24/2021,5,PRD#_10812,4,C_1070,ST_789
OR#101269,2/2/2021,1,PRD#_10793,2,C_1025,ST_345
OR#101269,2/2/2021,2,PRD#_10054,3,C_1025,ST_345
OR#101269,2/2/2021,3,PRD#_10083,3,C_1025,ST_345
OR#101270,2/28/2021,1,PRD#_10240,4,C_1021,ST_901
OR#101270,2/28/2021,2,PRD#_10252,2,C_1021,ST_901
OR#101270,2/28/2021,3,PRD#_10531,2,C_1021,ST_901
OR#101270,2/28/2021,4,PRD#_10192,2,C_1021,ST_901
OR#101270,2/28/2021,5,PRD#_10491,4,C_1021,ST_901
OR#101271,2/5/2021,1,PRD#_10449,4,C_1038,ST_112
OR#101272,2/13/2021,1,PRD#_10363,1,C_1011,ST_901
OR#101272,2/13/2021,2,PRD#_10450,5,C_1011,ST_901
OR#101272,2/13/2021,3,PRD#_10316,4,C_1011,ST_901
OR#101273,2/5/2021,1,PRD#_10060,3,C_1121,ST_789
OR#101273,2/5/2021,2,PRD#_10109,1,C_1121,ST_789
OR#101273,2/5/2021,3,PRD#_10662,4,C_1121,ST_789
OR#101273,2/5/2021,4,PRD#_10773,4,C_1121,ST_789
OR#101273,2/5/2021,5,PRD#_10619,2,C_1121,ST_789
